CustomerID,Gender,Age,City,TenureMonths,ContractType,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerServiceCalls,Churn
CUST00486,Female,23,Delhi,2,Month-to-Month,DSL,Yes,No,No,Yes,No,Electronic Check,86.69,186.69,3,0
CUST00487,Male,35,Ahmedabad,23,Month-to-Month,Fiber Optic,No,No,Yes,No,Yes,Electronic Check,129.96,3024.24,4,0
CUST00488,Female,28,Pune,3,Month-to-Month,Fiber Optic,No,No,Yes,Yes,Yes,Bank Transfer,59.75,357.5,2,0
CUST00489,Female,70,Kolkata,17,Month-to-Month,Fiber Optic,No,Yes,Yes,No,Yes,Bank Transfer,86.32,1573.11,5,1
CUST00490,Male,58,Mumbai,1,Month-to-Month,Fiber Optic,No,No,Yes,Yes,No,Electronic Check,53.19,53.19,1,1
CUST00491,Female,44,Mumbai,9,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Bank Transfer,52.42,462.53,1,1
CUST00492,Female,67,Hyderabad,27,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Bank Transfer,84.13,2330.68,3,1
CUST00493,Male,46,Mumbai,15,Month-to-Month,Fiber Optic,No,Yes,Yes,No,Yes,Electronic Check,132.59,1868.93,1,0
CUST00494,Male,32,Ahmedabad,72,Month-to-Month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Mailed Check,109.58,7725.22,0,0
CUST00495,Male,67,Mumbai,49,Two Year,Fiber Optic,No,No,No,Yes,Yes,Credit Card,101.19,4882.8,1,0
CUST00496,Male,53,Bangalore,10,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,47.27,584.05,1,0
CUST00497,Male,29,Bangalore,1,Month-to-Month,DSL,Yes,Yes,Yes,Yes,Yes,Credit Card,86.54,86.54,5,1
CUST00498,Female,42,Chennai,44,Month-to-Month,DSL,No,No,No,Yes,Yes,Credit Card,71.8,3011.5,2,0
CUST00499,Male,31,Mumbai,58,Month-to-Month,Fiber Optic,No,Yes,No,No,Yes,Mailed Check,111.28,6341.85,2,0
CUST00500,Female,24,Bangalore,41,Month-to-Month,DSL,No,No,No,No,No,Electronic Check,62.83,2647.62,3,0
CUST00501,Female,58,Delhi,3,Month-to-Month,Fiber Optic,No,No,No,Yes,No,Electronic Check,104.92,360.34,4,1
CUST00502,Female,73,Pune,72,Two Year,Fiber Optic,Yes,No,Yes,Yes,No,Mailed Check,81.53,5945.49,1,0
CUST00503,Female,24,Mumbai,7,One Year,DSL,No,No,No,No,Yes,Bank Transfer,79.1,482.48,2,1
CUST00504,Male,53,Pune,30,One Year,DSL,No,No,Yes,No,Yes,Credit Card,50.3,1669.34,2,0
CUST00505,Male,35,Pune,57,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Electronic Check,88.02,4997.85,0,1
CUST00506,Female,37,Delhi,6,Two Year,Fiber Optic,Yes,Yes,No,Yes,Yes,Bank Transfer,77.45,470.19,2,0
CUST00507,Female,36,Kolkata,57,Two Year,Fiber Optic,No,No,No,No,No,Electronic Check,107.11,6284.79,3,0
CUST00508,Female,32,Mumbai,8,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Credit Card,116.28,1121.95,2,0
CUST00509,Male,45,Ahmedabad,72,Month-to-Month,DSL,No,No,No,Yes,No,Electronic Check,103.62,7525.26,2,1
CUST00510,Female,32,Hyderabad,7,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Credit Card,84.24,767.61,3,1
CUST00511,Male,49,Delhi,72,Month-to-Month,Fiber Optic,Yes,Yes,No,No,Yes,Electronic Check,80.62,5821.24,1,0
CUST00512,Female,44,Bangalore,1,One Year,Fiber Optic,Yes,No,No,Yes,Yes,Bank Transfer,123.27,123.27,0,0
CUST00513,Female,41,Mumbai,29,Month-to-Month,Fiber Optic,No,No,No,No,No,Bank Transfer,97.23,2745.71,2,1
CUST00514,Male,31,Ahmedabad,18,Month-to-Month,DSL,No,Yes,Yes,No,No,Credit Card,53.54,987.3,1,0
CUST00515,Female,36,Mumbai,15,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,Electronic Check,120.01,1842.16,3,0
CUST00516,Male,56,Chennai,6,Month-to-Month,DSL,No,No,Yes,No,No,Electronic Check,49.28,271.53,2,0
CUST00517,Male,52,Bangalore,29,Two Year,Fiber Optic,No,No,Yes,Yes,Yes,Electronic Check,61.39,1933.82,0,0
CUST00518,Female,30,Ahmedabad,5,One Year,DSL,No,Yes,No,No,Yes,Credit Card,93.11,436.23,2,1
CUST00519,Female,46,Delhi,19,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,93.91,1693.66,4,0
CUST00520,Female,56,Hyderabad,7,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,95.35,470.64,2,0
CUST00521,Female,19,Bangalore,72,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,60.53,4546.39,1,0
CUST00522,Female,53,Chennai,1,Month-to-Month,DSL,Yes,No,No,Yes,Yes,Bank Transfer,100.66,230.39,1,0
CUST00523,Female,35,Mumbai,5,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Credit Card,90.59,499.17,2,0
CUST00524,Female,53,Delhi,6,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Electronic Check,127.89,899.56,1,0
CUST00525,Male,33,Delhi,12,Month-to-Month,Fiber Optic,Yes,No,Yes,No,Yes,Mailed Check,116.48,1521.88,1,0
CUST00526,Female,18,Kolkata,6,Month-to-Month,Fiber Optic,No,No,Yes,Yes,Yes,Bank Transfer,104.74,801.18,3,0
CUST00527,Male,20,Delhi,16,Month-to-Month,DSL,Yes,Yes,Yes,Yes,Yes,Mailed Check,47.66,716.99,2,0
CUST00528,Female,45,Hyderabad,49,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,80.79,3980.65,2,0
CUST00529,Male,48,Delhi,29,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,Mailed Check,114.83,3169.52,0,0
CUST00530,Male,31,Pune,20,Month-to-Month,DSL,No,Yes,No,No,No,Electronic Check,61.87,1423.53,2,1
CUST00531,Male,54,Ahmedabad,2,Month-to-Month,DSL,No,No,Yes,No,Yes,Credit Card,91.51,377.07,3,1
CUST00532,Female,20,Hyderabad,28,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,70.68,2094.67,5,0
CUST00533,Male,44,Bangalore,4,Month-to-Month,DSL,No,No,No,Yes,No,Credit Card,79.16,298.29,1,1
CUST00534,Male,26,Delhi,37,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,65.73,2430.64,5,0
CUST00535,Female,35,Mumbai,6,Two Year,Fiber Optic,No,No,No,No,Yes,Electronic Check,56.36,312.31,2,0
CUST00536,Female,45,Delhi,12,Month-to-Month,Fiber Optic,No,Yes,No,No,Yes,Mailed Check,71.74,778.2,1,0
CUST00537,Male,32,Chennai,10,Month-to-Month,DSL,No,No,No,Yes,No,Credit Card,93.82,949.32,1,1
CUST00538,Male,39,Hyderabad,46,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Mailed Check,76.7,3349.58,0,0
CUST00539,Male,60,Ahmedabad,3,Two Year,Fiber Optic,No,No,No,Yes,No,Electronic Check,46.98,337.69,2,0
CUST00540,Male,36,Bangalore,20,Month-to-Month,DSL,No,No,No,No,Yes,Bank Transfer,109.79,2165.42,3,1
CUST00541,Female,57,Chennai,3,Month-to-Month,DSL,No,No,Yes,No,Yes,Credit Card,54.75,335.2,1,1
CUST00542,Female,28,Bangalore,29,One Year,DSL,No,No,No,No,No,Credit Card,85.88,2580.23,2,1
CUST00543,Female,52,Hyderabad,56,One Year,Fiber Optic,Yes,Yes,Yes,No,Yes,Bank Transfer,136.35,7551.58,1,0
CUST00544,Male,66,Delhi,13,Month-to-Month,DSL,No,Yes,Yes,Yes,Yes,Electronic Check,81.98,954.56,1,0
CUST00545,Female,18,Bangalore,16,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,Yes,Electronic Check,124.71,2193.63,3,0
CUST00546,Female,33,Bangalore,62,Month-to-Month,Fiber Optic,No,No,Yes,No,Yes,Bank Transfer,140.85,8841.55,2,1
CUST00547,Female,53,Chennai,17,Month-to-Month,DSL,No,Yes,Yes,Yes,Yes,Credit Card,100.23,1603.77,1,1
CUST00548,Female,41,Ahmedabad,16,Month-to-Month,Fiber Optic,No,No,Yes,Yes,No,Electronic Check,102.77,1471.3,4,1
CUST00549,Female,50,Delhi,20,Two Year,Fiber Optic,Yes,Yes,No,No,No,Credit Card,76.59,1610.57,0,1
CUST00550,Female,35,Mumbai,28,Month-to-Month,DSL,Yes,No,No,No,No,Credit Card,73.77,1986.77,2,0
CUST00551,Male,46,Hyderabad,2,Two Year,Fiber Optic,Yes,No,No,No,No,Bank Transfer,115.75,120.03,3,0
CUST00552,Female,42,Hyderabad,41,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,99.73,4182.9,4,0
CUST00553,Female,62,Mumbai,13,Month-to-Month,DSL,No,No,No,No,No,Credit Card,99.21,1361.43,3,0
CUST00554,Female,48,Kolkata,1,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Bank Transfer,81.81,81.81,0,1
CUST00555,Male,50,Ahmedabad,37,Month-to-Month,Fiber Optic,No,No,Yes,Yes,Yes,Bank Transfer,95.4,3706.86,2,0
CUST00556,Female,38,Ahmedabad,11,Two Year,DSL,No,Yes,No,Yes,Yes,Mailed Check,55.61,683.57,1,0
CUST00557,Female,37,Delhi,2,Two Year,Fiber Optic,Yes,No,Yes,Yes,No,Credit Card,47.08,251.53,0,0
CUST00558,Male,38,Pune,24,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,93.51,2120.46,1,1
CUST00559,Male,50,Chennai,50,Month-to-Month,Fiber Optic,Yes,No,No,No,No,Electronic Check,77.21,3779.16,0,0
CUST00560,Female,38,Bangalore,52,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Electronic Check,82,4105.81,3,0
CUST00561,Female,49,Hyderabad,72,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,99.04,7052.71,2,0
CUST00562,Female,76,Pune,48,Month-to-Month,Fiber Optic,No,No,No,Yes,No,Bank Transfer,56.75,2912.71,1,0
CUST00563,Male,58,Bangalore,1,Month-to-Month,Fiber Optic,Yes,No,No,Yes,Yes,Bank Transfer,136.41,321.55,2,1
CUST00564,Female,40,Bangalore,11,One Year,Fiber Optic,No,No,No,No,No,Credit Card,52.12,677.47,3,0
CUST00565,Male,63,Hyderabad,40,Month-to-Month,DSL,No,No,No,No,No,Electronic Check,105.74,4238.02,4,0
CUST00566,Male,38,Hyderabad,10,Two Year,Fiber Optic,Yes,Yes,Yes,No,No,Electronic Check,84.04,952.71,1,0
CUST00567,Male,18,Delhi,22,Two Year,Fiber Optic,No,No,No,Yes,Yes,Mailed Check,55.16,1234.91,2,0
CUST00568,Male,29,Pune,22,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Mailed Check,113.35,2295.1,1,1
CUST00569,Male,18,Chennai,10,Two Year,DSL,Yes,Yes,No,Yes,Yes,Electronic Check,92.44,925.02,1,0
CUST00570,Male,39,Chennai,56,Month-to-Month,DSL,No,No,No,Yes,No,Bank Transfer,70.67,3997.09,4,0
CUST00571,Male,45,Mumbai,16,Month-to-Month,Fiber Optic,Yes,No,Yes,Yes,Yes,Electronic Check,114.91,1744.86,3,0
CUST00572,Male,70,Hyderabad,15,One Year,Fiber Optic,No,No,No,Yes,Yes,Electronic Check,141.12,1998.12,2,0
CUST00573,Female,49,Mumbai,72,Month-to-Month,Fiber Optic,No,No,Yes,Yes,Yes,Electronic Check,73.9,5230.32,2,0
CUST00574,Female,41,Mumbai,16,One Year,Fiber Optic,No,No,No,Yes,Yes,Credit Card,126.66,2076.01,0,0
CUST00575,Male,57,Hyderabad,4,Two Year,Fiber Optic,No,Yes,No,No,No,Electronic Check,70.98,142.35,1,0
CUST00576,Female,18,Bangalore,17,Two Year,DSL,No,Yes,No,No,Yes,Electronic Check,62.86,1156.75,1,0
CUST00577,Male,48,Hyderabad,40,One Year,DSL,Yes,No,No,No,Yes,Electronic Check,59.72,2357.87,1,0
CUST00578,Female,56,Mumbai,35,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,71.22,2434.04,2,0
CUST00579,Male,22,Bangalore,37,Month-to-Month,Fiber Optic,No,No,Yes,No,No,Bank Transfer,52.46,2063.91,1,0
CUST00580,Male,62,Mumbai,29,Month-to-Month,DSL,Yes,No,No,Yes,No,Electronic Check,61.24,1778.39,1,1
CUST00581,Female,50,Ahmedabad,7,One Year,DSL,No,Yes,Yes,No,No,Mailed Check,71.17,449.55,0,0
CUST00582,Female,38,Hyderabad,47,Month-to-Month,DSL,No,No,Yes,No,Yes,Electronic Check,84.26,4111.48,1,1
CUST00583,Female,54,Chennai,53,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,84.62,4432.16,2,1
CUST00584,Female,79,Delhi,5,Month-to-Month,Fiber Optic,No,Yes,No,Yes,No,Electronic Check,105.12,669.2,6,0
CUST00585,Female,47,Mumbai,3,One Year,Fiber Optic,No,No,No,No,No,Electronic Check,78.67,237.69,0,1
CUST00586,Male,48,Ahmedabad,72,Month-to-Month,DSL,No,Yes,No,Yes,No,Electronic Check,106.32,7538.24,3,0
CUST00587,Male,38,Delhi,48,One Year,Fiber Optic,No,No,No,Yes,No,Electronic Check,87.67,4253.29,1,0
CUST00588,Male,32,Bangalore,53,Month-to-Month,Fiber Optic,No,Yes,No,Yes,No,Mailed Check,71.74,3716.35,1,0
CUST00589,Male,57,Chennai,52,Month-to-Month,Fiber Optic,No,Yes,Yes,Yes,Yes,Bank Transfer,102.46,5186.78,0,0
CUST00590,Female,32,Mumbai,18,Month-to-Month,Fiber Optic,No,No,Yes,Yes,Yes,Mailed Check,120.15,1997.31,2,0
CUST00591,Female,46,Kolkata,24,Month-to-Month,DSL,Yes,No,No,No,No,Electronic Check,40.86,877.32,4,1
CUST00592,Male,37,Hyderabad,18,Two Year,Fiber Optic,No,Yes,No,Yes,No,Credit Card,69.43,1344.36,3,0
CUST00593,Female,52,Delhi,1,Month-to-Month,Fiber Optic,No,No,Yes,Yes,No,Electronic Check,127.07,262.27,2,1
CUST00594,Female,50,Mumbai,32,Month-to-Month,DSL,No,No,Yes,Yes,No,Bank Transfer,75.49,2560.37,2,1
CUST00595,Male,60,Mumbai,16,Month-to-Month,DSL,No,No,No,No,Yes,Mailed Check,68.59,1005.5,3,1
CUST00596,Male,37,Pune,25,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,105.16,2693.39,1,0
CUST00597,Male,40,Chennai,16,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Electronic Check,60.15,854.54,2,1
CUST00598,Male,30,Delhi,16,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,83.09,1378.54,2,1
CUST00599,Male,38,Mumbai,4,Two Year,DSL,No,Yes,No,No,Yes,Electronic Check,57.56,385.12,0,0
CUST00600,Female,50,Chennai,7,One Year,DSL,No,Yes,No,No,Yes,Electronic Check,44.96,131.08,1,1
CUST00601,Male,56,Hyderabad,4,Month-to-Month,Fiber Optic,No,No,Yes,Yes,No,Electronic Check,71.45,479.89,3,1
CUST00602,Male,31,Bangalore,5,Month-to-Month,DSL,No,Yes,No,Yes,Yes,Electronic Check,83.96,550.64,0,1
CUST00603,Female,58,Bangalore,72,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,41.98,3127.22,3,0
CUST00604,Female,65,Delhi,3,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,81.46,320.93,4,0
CUST00605,Female,51,Chennai,7,One Year,Fiber Optic,Yes,No,Yes,No,Yes,Credit Card,139.07,1081.6,0,0
CUST00606,Male,73,Ahmedabad,21,Two Year,Fiber Optic,Yes,No,No,Yes,No,Bank Transfer,111.92,2548.16,1,0
CUST00607,Male,33,Mumbai,22,Month-to-Month,DSL,No,Yes,No,Yes,No,Electronic Check,64.19,1520.26,4,1
CUST00608,Female,26,Hyderabad,4,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,44.71,119.48,2,0
CUST00609,Male,18,Bangalore,37,Month-to-Month,Fiber Optic,No,No,Yes,No,No,Bank Transfer,94.32,3535.41,1,0
CUST00610,Male,67,Bangalore,36,Month-to-Month,DSL,Yes,Yes,Yes,Yes,Yes,Credit Card,67.51,2365.13,4,0
CUST00611,Female,54,Delhi,6,Month-to-Month,DSL,No,No,No,No,Yes,Electronic Check,108.02,836.15,1,1
CUST00612,Female,44,Pune,8,Month-to-Month,DSL,No,No,Yes,No,Yes,Mailed Check,109.29,1034.38,1,0
CUST00613,Male,49,Bangalore,66,Two Year,DSL,No,No,No,Yes,No,Electronic Check,61.87,4110.47,2,0
CUST00614,Female,28,Hyderabad,41,Month-to-Month,Fiber Optic,No,Yes,Yes,No,Yes,Credit Card,65.54,2799.65,1,0
CUST00615,Male,80,Delhi,28,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Credit Card,103.74,3068.59,2,0
CUST00616,Male,46,Delhi,2,Two Year,DSL,No,No,No,Yes,No,Electronic Check,85.99,85.99,2,1
CUST00617,Male,46,Mumbai,13,Two Year,DSL,Yes,No,No,Yes,Yes,Credit Card,68.21,918.52,1,0
CUST00618,Male,55,Chennai,19,One Year,Fiber Optic,No,No,No,No,Yes,Credit Card,85.25,1612.44,3,1
CUST00619,Male,52,Delhi,4,Two Year,DSL,No,Yes,No,No,Yes,Electronic Check,64.23,365.56,0,0
CUST00620,Female,48,Chennai,14,Month-to-Month,Fiber Optic,No,No,No,Yes,No,Mailed Check,134.07,1828.61,2,0
CUST00621,Female,33,Bangalore,22,Two Year,Fiber Optic,No,No,No,Yes,Yes,Electronic Check,61.92,1445.83,5,1
CUST00622,Female,52,Bangalore,9,One Year,DSL,Yes,Yes,Yes,No,No,Bank Transfer,96.47,829.43,1,0
CUST00623,Male,73,Bangalore,36,Two Year,DSL,No,Yes,No,No,Yes,Electronic Check,37.15,1181.83,1,0
CUST00624,Male,65,Bangalore,44,One Year,DSL,No,Yes,Yes,No,Yes,Credit Card,104.44,4438.21,2,0
CUST00625,Male,68,Mumbai,9,Month-to-Month,Fiber Optic,Yes,No,Yes,Yes,No,Electronic Check,97.53,725.39,3,0
CUST00626,Male,37,Delhi,43,One Year,DSL,No,No,Yes,No,Yes,Bank Transfer,55.87,2215.42,1,0
CUST00627,Male,30,Chennai,2,Month-to-Month,Fiber Optic,No,No,Yes,Yes,No,Bank Transfer,52.26,117.71,0,1
CUST00628,Female,43,Chennai,43,Month-to-Month,DSL,No,Yes,No,No,Yes,Electronic Check,79.17,3473.07,2,1
CUST00629,Female,45,Delhi,3,Month-to-Month,Fiber Optic,No,No,Yes,Yes,Yes,Electronic Check,74.25,74.25,4,1
CUST00630,Female,61,Bangalore,2,Two Year,DSL,Yes,No,Yes,Yes,Yes,Mailed Check,75.77,196.28,6,0
CUST00631,Male,19,Delhi,24,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,59.68,1471.42,3,0
CUST00632,Female,67,Delhi,15,Month-to-Month,Fiber Optic,No,Yes,No,No,Yes,Credit Card,60.01,758.99,2,1
CUST00633,Male,42,Mumbai,57,Month-to-Month,Fiber Optic,No,Yes,No,No,Yes,Credit Card,97.96,5545.35,4,1
CUST00634,Male,38,Pune,10,Two Year,DSL,No,No,Yes,No,Yes,Bank Transfer,71.56,817.65,0,0
CUST00635,Male,29,Delhi,8,Month-to-Month,DSL,No,No,Yes,Yes,Yes,Electronic Check,71.68,380.14,2,0
CUST00636,Female,20,Delhi,16,One Year,DSL,Yes,No,Yes,No,Yes,Bank Transfer,72.06,1011.74,0,0
CUST00637,Female,57,Delhi,14,Two Year,DSL,No,Yes,Yes,No,Yes,Credit Card,73.15,1222.43,1,0
CUST00638,Male,46,Mumbai,10,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Bank Transfer,99.9,1092.42,4,0
CUST00639,Female,25,Chennai,28,Month-to-Month,Fiber Optic,No,No,No,No,Yes,Electronic Check,64.06,1779.33,1,0
CUST00640,Female,25,Mumbai,34,One Year,Fiber Optic,No,No,Yes,No,Yes,Credit Card,69.93,2429.54,3,0
CUST00641,Male,39,Mumbai,46,Two Year,Fiber Optic,Yes,Yes,Yes,No,No,Credit Card,58.41,2825.35,4,0
CUST00642,Male,70,Chennai,72,One Year,DSL,Yes,No,Yes,No,No,Mailed Check,88.53,6511.08,3,0
CUST00643,Male,41,Delhi,7,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Bank Transfer,100.1,630.58,2,0
CUST00644,Female,22,Chennai,30,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,63.08,1888.92,2,0
CUST00645,Male,41,Hyderabad,12,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,95.88,1205.78,2,1
CUST00646,Female,40,Delhi,27,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Credit Card,62.81,1524.63,6,0
CUST00647,Male,18,Chennai,15,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,71.79,1255.17,7,0
CUST00648,Female,44,Mumbai,72,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Bank Transfer,58.77,4204.54,2,0
CUST00649,Male,41,Hyderabad,31,One Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,92.11,2803.75,2,0
CUST00650,Female,55,Bangalore,72,One Year,Fiber Optic,No,No,No,Yes,No,Electronic Check,115.26,8461.56,1,0
CUST00651,Female,72,Delhi,43,Two Year,Fiber Optic,No,No,Yes,No,No,Credit Card,112.51,4685.24,0,0
CUST00652,Female,61,Hyderabad,55,Month-to-Month,DSL,No,No,No,Yes,Yes,Electronic Check,101.91,5420.75,4,0
CUST00653,Female,40,Pune,40,Month-to-Month,Fiber Optic,No,No,Yes,No,Yes,Electronic Check,120.98,4913.2,2,0
CUST00654,Male,28,Ahmedabad,14,Two Year,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Bank Transfer,89.2,1202.8,3,0
CUST00655,Female,80,Hyderabad,6,Month-to-Month,DSL,Yes,Yes,No,Yes,Yes,Bank Transfer,64.2,490.99,2,0
CUST00656,Male,45,Bangalore,11,Month-to-Month,DSL,Yes,No,No,Yes,Yes,Bank Transfer,64.03,531.75,1,0
CUST00657,Male,45,Delhi,1,Two Year,Fiber Optic,Yes,No,Yes,No,No,Mailed Check,124.14,124.14,1,0
CUST00658,Female,44,Delhi,17,Month-to-Month,DSL,Yes,No,No,Yes,Yes,Electronic Check,104.02,1662.47,2,1
CUST00659,Male,47,Bangalore,16,Two Year,Fiber Optic,Yes,No,No,No,Yes,Electronic Check,91.72,1563.36,1,0
CUST00660,Female,42,Bangalore,17,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Mailed Check,65.66,1007.09,2,1
CUST00661,Female,36,Pune,72,Month-to-Month,Fiber Optic,No,No,No,Yes,No,Credit Card,130.81,9401.5,1,0
CUST00662,Male,36,Bangalore,58,One Year,DSL,No,No,No,Yes,Yes,Electronic Check,62.64,3760.67,3,1
CUST00663,Female,44,Bangalore,4,One Year,Fiber Optic,No,No,No,No,No,Bank Transfer,65.98,430.08,0,1
CUST00664,Male,36,Bangalore,11,One Year,Fiber Optic,Yes,Yes,No,Yes,Yes,Mailed Check,110.19,1301.13,3,0
CUST00665,Male,34,Pune,13,Month-to-Month,DSL,No,No,Yes,No,No,Bank Transfer,42.98,530.43,2,0
CUST00666,Male,46,Chennai,10,Two Year,Fiber Optic,No,No,No,No,No,Bank Transfer,77.85,807.29,1,0
CUST00667,Female,41,Chennai,38,Month-to-Month,DSL,No,No,No,No,Yes,Electronic Check,96.54,3744.4,2,1
CUST00668,Female,67,Delhi,17,Month-to-Month,Fiber Optic,No,No,No,Yes,Yes,Electronic Check,78.86,1490.59,3,1
CUST00669,Female,18,Kolkata,20,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,Mailed Check,136.75,2890.43,1,0
CUST00670,Female,61,Mumbai,46,One Year,DSL,No,No,No,No,No,Bank Transfer,106.91,5090.25,0,0
CUST00671,Male,63,Pune,39,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Electronic Check,126.24,5047.64,2,1
CUST00672,Male,18,Hyderabad,3,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,Credit Card,141.88,284.36,0,1
CUST00673,Female,39,Bangalore,30,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Bank Transfer,77.15,2413.56,2,1
CUST00674,Female,39,Hyderabad,13,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,Yes,Electronic Check,103.8,1475.24,2,1
CUST00675,Male,23,Chennai,8,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,No,Bank Transfer,128.09,1175.87,2,0
CUST00676,Male,33,Mumbai,1,One Year,Fiber Optic,Yes,No,No,No,Yes,Electronic Check,96.85,266.78,1,0
CUST00677,Female,28,Pune,16,Month-to-Month,Fiber Optic,Yes,No,Yes,No,Yes,Electronic Check,89.01,1427.82,0,1
CUST00678,Female,71,Bangalore,10,Two Year,DSL,No,Yes,Yes,Yes,No,Bank Transfer,74.73,809.34,5,0
CUST00679,Male,59,Bangalore,6,One Year,Fiber Optic,Yes,No,Yes,Yes,No,Electronic Check,111.85,474.92,0,0
CUST00680,Male,64,Mumbai,28,Month-to-Month,DSL,Yes,No,Yes,No,No,Electronic Check,92.56,2620.79,4,0
CUST00681,Female,55,Bangalore,35,One Year,Fiber Optic,No,No,Yes,Yes,No,Mailed Check,112.81,3937.63,1,0
CUST00682,Female,28,Hyderabad,6,Month-to-Month,Fiber Optic,No,Yes,No,Yes,No,Bank Transfer,119.86,904.08,3,0
CUST00683,Male,37,Bangalore,1,One Year,Fiber Optic,Yes,No,Yes,No,Yes,Credit Card,113.38,274.06,5,0
CUST00684,Female,52,Chennai,45,Two Year,DSL,Yes,No,No,No,Yes,Electronic Check,66.27,3101.19,3,0
CUST00685,Male,26,Bangalore,1,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Yes,Electronic Check,49.45,49.45,1,0
CUST00686,Male,55,Ahmedabad,66,One Year,DSL,Yes,No,No,No,Yes,Credit Card,94.98,6229.49,3,0
CUST00687,Female,41,Hyderabad,23,Month-to-Month,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No,Electronic Check,42.15,1047.87,1,0
CUST00688,Female,39,Kolkata,9,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Credit Card,142.32,1092.74,2,0
CUST00689,Male,55,Mumbai,6,Two Year,Fiber Optic,No,No,No,No,Yes,Credit Card,114.65,582.23,2,0
CUST00690,Female,51,Bangalore,1,Month-to-Month,Fiber Optic,No,Yes,Yes,Yes,No,Credit Card,113.05,268.05,4,0
